연도,월,일,기온 (°C),강수량 (mm),점심 피크타임 손님 수,저녁 피크타임 손님 수,대인 손님 수,소인 손님 수,테이블 회전률,광어 초밥 판매량,엔가와 초밥 판매량,연어 초밥 판매량,연어롤 판매량,연어 사시미 판매량,장어 초밥 판매량,장어덮밥 판매량,장어롤 판매량,광어 소비량(g),연어 소비량(g),장어 소비량(g)
2020,6,17,27.3,0.0,54,72,100,26,3.3,50,30,56,36,34,22,18,11,3027,3055,503
2020,6,18,17.6,0.0,54,72,99,27,3.3,50,30,56,36,34,22,18,11,2807,3642,396
2020,6,19,20.5,0.0,59,79,101,37,2.8,60,36,68,44,41,27,22,13,2735,3970,322
2020,6,20,24.4,0.0,118,198,241,75,3.7,139,84,157,102,95,68,57,34,6720,7770,2058
2020,6,21,16.7,5.1,108,180,212,76,4.4,115,69,130,85,79,56,47,28,6937,8477,1862
2020,6,22,23.5,0.0,59,79,109,29,3.5,60,36,68,44,41,27,22,13,3022,3622,432
2020,6,23,22.3,0.0,59,79,105,33,3.3,60,36,68,44,41,27,22,13,2677,2783,505
2020,6,24,22.7,0.0,59,79,99,39,2.6,60,36,68,44,41,27,22,13,3132,3909,365
2020,6,25,19.1,0.0,54,72,97,29,2.8,50,30,56,36,34,22,18,11,2865,3415,303
2020,6,26,28.7,0.0,54,72,96,30,3.5,50,30,56,36,34,22,18,11,2737,2820,479
2020,6,27,24.7,0.0,118,198,227,89,3.6,139,84,157,102,95,68,57,34,6208,8234,1466
2020,6,28,29.4,0.0,108,180,225,63,4.1,115,69,130,85,79,56,47,28,6883,6752,1648
2020,6,29,22.1,2.2,59,79,100,38,2.8,60,36,68,44,41,27,22,13,2992,3761,388
2020,6,30,25.9,10.0,54,72,89,37,3.4,45,27,51,33,30,20,17,10,2635,3267,262
2020,7,1,26.9,0.0,42,56,74,24,3.4,35,21,39,25,23,15,13,7,2414,2629,334
2020,7,2,19.3,0.0,42,56,75,23,3.5,35,21,39,25,23,15,13,7,2620,2761,354
2020,7,3,34.9,1.9,35,47,59,23,2.8,29,17,33,21,20,13,11,6,1567,1978,195
2020,7,4,29.2,0.0,84,140,178,46,4.2,81,49,91,59,55,39,33,19,5703,5153,899
2020,7,5,28.2,3.9,84,140,166,58,4.0,81,49,91,59,55,39,33,19,5042,6672,1503
2020,7,6,27.7,21.1,31,44,59,16,3.4,36,22,41,26,24,16,14,8,1678,1929,190
2020,7,7,19.6,0.0,42,56,73,25,2.6,52,31,59,38,35,23,19,11,2381,2720,303
2020,7,8,28.9,0.0,42,56,75,23,2.9,35,21,39,25,23,15,13,7,2454,2594,238
2020,7,9,26.8,0.0,42,56,73,25,3.4,35,21,39,25,23,15,13,7,2253,2785,257
2020,7,10,28.6,0.0,42,56,72,26,3.3,35,21,39,25,23,15,13,7,2011,2307,250
2020,7,11,27.2,7.0,84,140,167,57,4.2,81,49,91,59,55,39,33,19,5397,6143,981
2020,7,12,27.4,0.0,84,140,176,48,3.9,81,49,91,59,55,39,33,19,6009,4606,1593
2020,7,13,26.5,8.0,42,56,74,24,3.0,35,21,39,25,23,15,13,7,2261,1970,281
2020,7,14,28.7,0.0,42,56,76,22,3.2,35,21,39,25,23,15,13,7,2158,2726,255
2020,7,15,22.3,0.0,46,61,77,30,3.5,42,25,47,31,28,19,15,9,2656,2211,435
2020,7,16,19.7,0.0,42,56,77,21,2.6,35,21,39,25,23,15,13,7,2339,2363,278
2020,7,17,25.8,0.0,42,56,77,21,3.0,35,21,39,25,23,15,13,7,2650,2296,216
2020,7,18,27.4,0.0,84,140,164,60,4.4,81,49,91,59,55,39,33,19,4650,5049,1108
2020,7,19,27.3,5.7,84,140,168,56,4.4,81,49,91,59,55,39,33,19,4682,5545,1200
2020,7,20,22.7,0.0,46,61,75,32,2.6,42,25,47,31,28,19,15,9,2465,2360,310
2020,7,21,23.1,0.0,46,61,83,24,3.5,42,25,47,31,28,19,15,9,2705,2908,364
2020,7,22,24.5,0.0,46,61,76,31,2.7,42,25,47,31,28,19,15,9,2167,2490,219
2020,7,23,21.7,3.6,46,61,79,28,3.5,42,25,47,31,28,19,15,9,2570,2144,250
2020,7,24,24.6,0.0,46,61,79,28,2.9,42,25,47,31,28,19,15,9,2548,2805,331
2020,7,25,23.5,0.0,92,154,192,54,3.7,98,59,110,72,67,48,40,24,6595,6499,1347
2020,7,26,26.4,0.0,84,140,166,58,3.7,81,49,91,59,55,39,33,19,5005,5209,1444
2020,7,27,26.3,0.2,42,56,77,21,3.3,35,21,39,25,23,15,13,7,2412,2741,386
2020,7,28,25.3,0.0,42,56,72,26,3.2,35,21,39,25,23,15,13,7,1965,2568,245
2020,7,29,24.1,0.0,46,61,76,31,3.4,42,25,47,31,28,19,15,9,2574,2143,247
2020,7,30,25.2,13.8,31,44,54,21,3.3,24,14,27,17,16,11,9,5,1856,2076,270
2020,7,31,26.1,0.0,42,56,68,30,2.6,35,21,39,25,23,15,13,7,1850,2847,292
2020,8,1,23.6,0.0,92,154,191,55,4.1,98,59,110,72,67,48,40,24,4817,5987,1419
2020,8,2,27.5,0.0,84,140,167,57,3.7,81,49,91,59,55,39,33,19,5550,6571,1578
2020,8,3,25.8,0.0,42,56,75,23,2.5,35,21,39,25,23,15,13,7,2602,2649,304
2020,8,4,29.5,0.0,42,56,68,30,3.1,35,21,39,25,23,15,13,7,2149,2143,291
2020,8,5,23.6,3.6,46,61,80,27,3.3,42,25,47,31,28,19,15,9,2690,2555,399
2020,8,6,24.1,0.0,46,61,84,23,2.5,63,38,71,46,43,28,23,14,2410,2163,322
2020,8,7,29.1,2.1,42,56,69,29,2.5,52,31,59,38,35,23,19,11,2069,2564,254
2020,8,8,31.2,0.0,71,119,142,48,4.0,68,41,77,50,47,33,28,16,4033,5192,1178
2020,8,9,31.2,0.0,71,119,133,57,3.6,68,41,77,50,47,33,28,16,3780,5059,1201
2020,8,10,27.2,0.0,42,56,75,23,2.9,35,21,39,25,23,15,13,7,2095,2654,290
2020,8,11,28.3,0.0,42,56,74,24,3.2,35,21,39,25,23,15,13,7,2469,1997,286
2020,8,12,27.1,0.0,42,56,69,29,3.0,35,21,39,25,23,15,13,7,1761,2094,263
2020,8,13,26.0,0.0,42,56,77,21,2.6,35,21,39,25,23,15,13,7,1958,2487,272
2020,8,14,26.3,0.0,42,56,68,30,3.3,35,21,39,25,23,15,13,7,2080,2199,394
2020,8,15,30.7,0.6,71,119,150,40,3.8,68,41,77,50,47,33,28,16,4267,5000,783
2020,8,16,27.5,0.0,84,140,169,55,4.3,81,49,91,59,55,39,33,19,5357,6674,1382
2020,8,17,22.3,0.0,46,61,84,23,2.6,42,25,47,31,28,19,15,9,2814,2190,255
2020,8,18,21.6,0.0,46,61,79,28,2.8,42,25,47,31,28,19,15,9,2344,2336,268
2020,8,19,27.9,0.0,42,56,69,29,3.0,35,21,39,25,23,15,13,7,2259,2041,257
2020,8,20,27.6,0.0,42,56,70,28,2.7,35,21,39,25,23,15,13,7,2417,2154,299
2020,8,21,26.2,0.0,42,56,71,27,2.6,35,21,39,25,23,15,13,7,1784,2835,245
2020,8,22,26.5,0.0,84,140,166,58,4.0,81,49,91,59,55,39,33,19,4792,5777,1077
2020,8,23,26.4,5.8,84,140,172,52,3.9,81,49,91,59,55,39,33,19,4884,4607,902
2020,8,24,22.9,0.0,46,61,76,31,3.2,42,25,47,31,28,19,15,9,2186,2593,401
2020,8,25,27.2,0.0,42,56,78,20,2.8,35,21,39,25,23,15,13,7,2549,2376,301
2020,8,26,20.7,0.0,46,61,77,30,2.6,42,25,47,31,28,19,15,9,2479,2829,274
2020,8,27,35.0,0.0,35,47,64,18,2.5,29,17,33,21,20,13,11,6,1989,2353,178
2020,8,28,25.0,0.0,46,61,80,27,2.9,42,25,47,31,28,19,15,9,2188,3139,318
2020,8,29,28.8,0.7,84,140,172,52,3.7,81,49,91,59,55,39,33,19,4397,5483,1474
2020,8,30,26.0,0.0,84,140,172,52,4.3,81,49,91,59,55,39,33,19,4490,6314,1176
2020,8,31,24.9,0.0,46,61,76,31,3.1,42,25,47,31,28,19,15,9,2088,2529,333
2020,9,1,28.4,0.0,66,88,122,32,3.2,58,35,66,42,39,26,22,13,3649,3184,565
2020,9,2,18.2,0.0,66,88,120,34,3.0,58,35,66,42,39,26,22,13,3799,4540,430
2020,9,3,21.9,0.8,72,96,123,45,3.2,69,42,79,51,47,31,26,15,3477,4190,442
2020,9,4,20.9,0.0,72,96,121,47,2.6,69,42,79,51,47,31,26,15,3074,3661,369
2020,9,5,20.1,2.5,145,242,291,96,4.0,162,98,183,119,111,79,66,39,7763,9151,1721
2020,9,6,23.8,0.0,145,242,298,89,4.1,243,147,275,179,167,119,99,59,9469,9043,2521
2020,9,7,13.8,0.0,66,88,118,36,2.8,87,52,99,64,59,39,33,19,4062,4350,564
2020,9,8,23.2,0.0,72,96,132,36,2.5,69,42,79,51,47,31,26,15,4279,3778,381
2020,9,9,26.2,4.2,66,88,120,34,3.4,58,35,66,42,39,26,22,13,3787,3962,606
2020,9,10,20.1,0.0,72,96,122,46,2.7,69,42,79,51,47,31,26,15,3499,3819,592
2020,9,11,23.5,0.0,72,96,122,46,2.8,69,42,79,51,47,31,26,15,3430,4063,579
2020,9,12,12.6,0.0,132,220,250,102,4.0,134,81,151,99,92,66,55,33,8690,10283,1329
2020,9,13,18.5,0.0,132,220,255,97,3.7,134,81,151,99,92,66,55,33,6987,7430,1336
2020,9,14,21.1,0.0,72,96,125,43,2.7,69,42,79,51,47,31,26,15,3659,3873,499
2020,9,15,24.0,0.0,72,96,119,49,3.2,69,42,79,51,47,31,26,15,3335,4663,624
2020,9,16,20.5,17.5,54,76,94,36,2.8,48,29,55,35,33,22,18,11,2385,3798,492
2020,9,17,20.2,0.0,72,96,118,50,3.0,69,42,79,51,47,31,26,15,3131,4332,376
2020,9,18,24.1,0.0,72,96,131,37,3.5,69,42,79,51,47,31,26,15,3581,5027,461
2020,9,19,22.7,9.0,145,242,281,106,4.2,162,98,183,119,111,79,66,39,7955,9266,1965
2020,9,20,23.8,16.5,108,193,230,71,4.1,113,69,128,84,78,57,47,28,7078,7336,1925
2020,9,21,21.7,0.0,72,96,131,37,3.4,69,42,79,51,47,31,26,15,3587,4990,411
2020,9,22,21.5,29.9,54,76,102,28,3.4,48,29,55,35,33,22,18,11,3149,3429,435
2020,9,23,20.8,0.0,72,96,127,41,2.9,69,42,79,51,47,31,26,15,4029,4768,502
2020,9,24,19.4,0.0,66,88,110,44,3.1,58,35,66,42,39,26,22,13,3698,3790,501
2020,9,25,19.7,1.9,66,88,109,45,3.1,58,35,66,42,39,26,22,13,3318,4211,355
2020,9,26,20.5,6.0,145,242,279,108,4.5,162,98,183,119,111,79,66,39,7596,8450,1670
2020,9,27,18.7,5.2,132,220,260,92,3.9,134,81,151,99,92,66,55,33,8804,9830,2624
2020,9,28,25.1,0.0,66,88,117,37,2.9,58,35,66,42,39,26,22,13,3490,3672,613
2020,9,29,28.3,0.0,66,88,123,31,3.2,58,35,66,42,39,26,22,13,3186,3601,396
2020,9,30,24.2,0.0,72,96,118,50,3.1,69,42,79,51,47,31,26,15,3141,4427,513
2020,10,1,16.5,4.1,90,120,155,55,2.8,95,57,108,70,64,43,36,21,4376,4917,477
2020,10,2,15.7,0.0,90,120,150,60,2.6,95,57,108,70,64,43,36,21,5032,5314,793
2020,10,3,19.0,0.0,180,300,356,124,4.0,219,133,248,162,151,108,90,54,11412,11024,3100
2020,10,4,14.8,2.8,180,300,354,126,4.5,219,133,248,162,151,108,90,54,11597,10742,2313
2020,10,5,19.2,0.3,90,120,157,53,2.5,95,57,108,70,64,43,36,21,5049,5291,834
2020,10,6,21.7,0.0,99,132,180,51,2.7,173,104,196,127,117,78,65,39,5456,6709,672
2020,10,7,18.0,0.0,90,120,152,58,2.7,143,86,161,105,97,64,53,32,5016,5425,529
2020,10,8,15.8,0.0,90,120,151,59,3.2,95,57,108,70,64,43,36,21,5273,5285,485
2020,10,9,13.9,0.0,90,120,161,49,2.5,95,57,108,70,64,43,36,21,4903,4862,699
2020,10,10,16.3,0.0,180,300,336,144,4.0,219,133,248,162,151,108,90,54,9124,9850,3568
2020,10,11,14.7,0.0,180,300,352,128,3.9,219,133,248,162,151,108,90,54,11289,12208,2228
2020,10,12,8.5,5.1,90,120,158,52,2.6,95,57,108,70,64,43,36,21,4683,5794,660
2020,10,13,16.7,0.0,90,120,148,62,3.1,95,57,108,70,64,43,36,21,4247,5116,560
2020,10,14,18.5,0.0,90,120,160,50,3.1,95,57,108,70,64,43,36,21,4098,4383,590
2020,10,15,20.4,0.0,99,132,182,49,2.9,115,69,130,84,78,52,43,26,5570,5492,780
2020,10,16,19.2,0.0,90,120,156,54,3.0,95,57,108,70,64,43,36,21,4860,4311,606
2020,10,17,9.4,0.0,180,300,346,134,3.7,219,133,248,162,151,108,90,54,11284,10848,2776
2020,10,18,18.0,0.0,180,300,367,113,4.1,219,133,248,162,151,108,90,54,11486,12268,2856
2020,10,19,14.4,0.0,90,120,153,57,3.2,95,57,108,70,64,43,36,21,5068,5188,851
2020,10,20,19.0,3.0,90,120,148,62,3.0,95,57,108,70,64,43,36,21,4815,5219,553
2020,10,21,18.3,0.0,90,120,164,46,3.2,95,57,108,70,64,43,36,21,5599,4284,606
2020,10,22,15.4,8.1,90,120,158,52,3.0,95,57,108,70,64,43,36,21,4345,6059,660
2020,10,23,16.2,2.1,90,120,151,59,2.7,95,57,108,70,64,43,36,21,5009,5537,503
2020,10,24,17.5,0.0,180,300,355,125,4.2,219,133,248,162,151,108,90,54,12112,10929,2078
2020,10,25,18.3,0.0,180,300,374,106,3.7,219,133,248,162,151,108,90,54,13044,12501,3583
2020,10,26,11.1,0.0,90,120,157,53,2.9,95,57,108,70,64,43,36,21,4267,4945,835
2020,10,27,20.6,0.0,99,132,183,48,3.2,115,69,130,84,78,52,43,26,5593,5597,507
2020,10,28,18.2,0.0,90,120,149,61,3.2,95,57,108,70,64,43,36,21,4516,5891,712
2020,10,29,21.2,0.0,99,132,165,66,3.5,115,69,130,84,78,52,43,26,5510,5042,731
2020,10,30,19.9,0.0,90,120,148,62,2.5,95,57,108,70,64,43,36,21,3794,5301,835
2020,10,31,20.5,0.0,198,330,395,133,3.7,265,161,300,196,182,130,108,65,10577,12831,2205
2020,11,1,10.2,0.0,132,220,281,71,3.9,134,81,151,99,92,66,55,33,9355,8545,1424
2020,11,2,10.1,5.2,66,88,113,41,3.1,58,35,66,42,39,26,22,13,3276,4404,606
2020,11,3,5.9,2.2,66,88,109,45,3.5,58,35,66,42,39,26,22,13,3729,3108,437
2020,11,4,17.1,0.0,66,88,113,41,3.3,58,35,66,42,39,26,22,13,3311,3148,403
2020,11,5,18.6,0.0,66,88,112,42,3.0,58,35,66,42,39,26,22,13,3124,4213,597
2020,11,6,8.3,0.0,66,88,110,44,2.6,87,52,99,64,59,39,33,19,3239,4198,442
2020,11,7,17.2,4.0,132,220,253,99,3.9,201,122,227,148,138,99,82,49,7960,9862,1636
2020,11,8,14.8,0.0,132,220,250,102,3.7,134,81,151,99,92,66,55,33,8578,9014,2200
2020,11,9,7.2,0.0,66,88,118,36,3.4,58,35,66,42,39,26,22,13,3754,4473,500
2020,11,10,10.9,0.0,66,88,109,45,2.6,58,35,66,42,39,26,22,13,2866,4225,632
2020,11,11,13.4,0.1,66,88,114,40,2.9,58,35,66,42,39,26,22,13,3929,3669,342
2020,11,12,8.1,0.0,66,88,115,39,3.1,58,35,66,42,39,26,22,13,3497,4386,406
2020,11,13,6.6,2.1,66,88,118,36,3.1,58,35,66,42,39,26,22,13,3961,3726,398
2020,11,14,2.5,0.0,132,220,251,101,3.9,134,81,151,99,92,66,55,33,6972,10065,1439
2020,11,15,5.1,0.5,132,220,280,72,4.0,134,81,151,99,92,66,55,33,7518,8555,2173
2020,11,16,13.0,0.0,66,88,108,46,3.4,58,35,66,42,39,26,22,13,3678,3895,628
2020,11,17,7.4,0.0,66,88,122,32,3.5,58,35,66,42,39,26,22,13,4195,3289,468
2020,11,18,6.3,0.0,66,88,108,46,2.8,58,35,66,42,39,26,22,13,3257,4612,488
2020,11,19,8.1,0.0,66,88,118,36,2.5,58,35,66,42,39,26,22,13,3706,3815,522
2020,11,20,7.6,0.0,66,88,122,32,2.8,58,35,66,42,39,26,22,13,3950,3177,460
2020,11,21,6.5,0.0,132,220,281,71,3.8,134,81,151,99,92,66,55,33,9487,7383,2245
2020,11,22,9.2,0.0,132,220,278,74,4.4,134,81,151,99,92,66,55,33,9012,8287,1393
2020,11,23,8.8,3.2,66,88,108,46,3.4,58,35,66,42,39,26,22,13,2875,3678,616
2020,11,24,8.8,0.0,66,88,117,37,2.7,58,35,66,42,39,26,22,13,3588,4572,571
2020,11,25,9.8,0.0,66,88,119,35,3.2,58,35,66,42,39,26,22,13,3898,3371,612
2020,11,26,10.9,0.0,66,88,120,34,2.8,58,35,66,42,39,26,22,13,3583,4577,375
2020,11,27,16.0,0.0,66,88,110,44,2.8,58,35,66,42,39,26,22,13,3393,3580,599
2020,11,28,13.9,0.0,132,220,269,83,4.4,134,81,151,99,92,66,55,33,7714,8272,2106
2020,11,29,11.2,0.0,132,220,261,91,3.6,134,81,151,99,92,66,55,33,7955,9730,2216
2020,11,30,7.9,0.0,66,88,122,32,3.1,58,35,66,42,39,26,22,13,3224,4168,524
2020,12,1,0.7,0.0,96,128,160,64,3.1,110,66,124,81,74,49,41,24,5210,4814,657
2020,12,2,0.3,2.3,96,128,165,59,2.8,110,66,124,81,74,49,41,24,4746,5621,759
2020,12,3,6.5,0.0,96,128,163,61,3.2,110,66,124,81,74,49,41,24,4226,6000,550
2020,12,4,5.3,0.0,96,128,162,62,2.7,110,66,124,81,74,49,41,24,4250,5987,688
2020,12,5,7.5,0.7,192,320,363,149,3.6,253,153,287,187,174,124,104,62,9360,13213,2603
2020,12,6,5.5,0.0,192,320,376,136,3.9,380,230,430,280,262,187,156,93,12721,14425,3223
2020,12,7,2.7,0.0,96,128,159,65,3.3,165,99,187,121,112,74,62,37,5164,6457,884
2020,12,8,2.3,0.0,96,128,168,56,3.0,110,66,124,81,74,49,41,24,4832,4757,854
2020,12,9,4.0,0.0,96,128,160,64,3.2,110,66,124,81,74,49,41,24,5276,6348,887
2020,12,10,5.1,0.0,96,128,172,52,2.9,110,66,124,81,74,49,41,24,5861,6514,782
2020,12,11,1.3,7.0,96,128,157,67,3.2,110,66,124,81,74,49,41,24,3987,6674,820
2020,12,12,2.7,3.9,192,320,364,148,4.2,253,153,287,187,174,124,104,62,10740,13432,2010
2020,12,13,8.1,11.5,144,256,280,120,4.5,178,108,202,131,123,89,74,44,7110,9935,1780
2020,12,14,2.4,10.0,72,102,133,41,2.6,77,46,87,56,52,35,29,17,4545,3630,638
2020,12,15,-3.2,0.0,81,108,145,44,2.8,93,56,105,68,63,42,35,21,5024,5192,549
2020,12,16,6.4,1.8,96,128,165,59,3.0,110,66,124,81,74,49,41,24,4747,6227,629
2020,12,17,3.0,1.5,96,128,167,57,3.3,110,66,124,81,74,49,41,24,5104,5616,479
2020,12,18,1.8,0.0,96,128,171,53,2.7,110,66,124,81,74,49,41,24,5894,5798,711
2020,12,19,2.0,0.0,192,320,406,106,4.5,253,153,287,187,174,124,104,62,13547,14138,2911
2020,12,20,6.6,17.7,144,256,299,101,4.1,178,108,202,131,123,89,74,44,8490,9450,1543
2020,12,21,4.1,0.0,96,128,177,47,2.6,110,66,124,81,74,49,41,24,4940,4976,806
2020,12,22,2.9,3.6,96,128,158,66,3.2,110,66,124,81,74,49,41,24,4750,5915,632
2020,12,23,1.9,0.0,96,128,157,67,2.6,110,66,124,81,74,49,41,24,5336,5887,571
2020,12,24,2.6,13.6,72,102,137,37,3.3,77,46,87,56,52,35,29,17,4107,3593,630
2020,12,25,-0.3,0.0,96,128,179,45,3.3,110,66,124,81,74,49,41,24,5611,5940,545
2020,12,26,6.0,0.0,192,320,381,131,4.4,253,153,287,187,174,124,104,62,12377,13295,3647
2020,12,27,4.8,6.0,192,320,365,147,3.6,253,153,287,187,174,124,104,62,11069,14419,2740
2020,12,28,-0.8,0.0,96,128,170,54,2.6,110,66,124,81,74,49,41,24,5270,6050,734
2020,12,29,-0.4,14.8,72,102,122,52,3.3,77,46,87,56,52,35,29,17,3759,4523,488
2020,12,30,5.4,0.0,96,128,176,48,3.4,110,66,124,81,74,49,41,24,4992,6073,660
2020,12,31,1.6,0.0,96,128,178,46,3.4,110,66,124,81,74,49,41,24,5181,6455,775
2021,1,1,-4.3,0.0,51,68,90,29,2.8,40,24,45,29,27,18,15,9,2465,3177,382
2021,1,2,1.5,0.0,120,200,250,70,4.0,109,66,124,81,75,54,45,27,6318,7244,2275
2021,1,3,-5.0,0.0,102,170,217,55,3.8,93,56,105,68,64,45,38,22,5873,5688,1602
2021,1,4,0.2,0.0,60,80,101,39,3.5,47,28,54,35,32,21,18,10,2827,2946,476
2021,1,5,2.3,0.0,60,80,107,33,2.7,47,28,54,35,32,21,18,10,2993,3409,425
2021,1,6,0.7,5.2,60,80,103,37,2.7,71,43,81,52,48,32,27,16,2783,3178,431
2021,1,7,-1.1,6.6,60,80,105,35,3.3,71,43,81,52,48,32,27,16,3547,3413,395
2021,1,8,2.5,0.8,60,80,109,31,3.3,47,28,54,35,32,21,18,10,3428,4159,572
2021,1,9,4.2,0.0,120,200,230,90,4.0,109,66,124,81,75,54,45,27,7212,7230,1534
2021,1,10,-1.4,1.2,120,200,227,93,3.6,109,66,124,81,75,54,45,27,7197,8279,1978
2021,1,11,-1.2,0.0,60,80,101,39,3.1,47,28,54,35,32,21,18,10,2975,2941,335
2021,1,12,0.1,5.7,60,80,106,34,2.6,47,28,54,35,32,21,18,10,3675,3691,342
2021,1,13,-0.5,2.0,60,80,106,34,2.6,47,28,54,35,32,21,18,10,2885,2905,419
2021,1,14,-1.1,1.8,60,80,111,29,2.8,47,28,54,35,32,21,18,10,3246,3479,291
2021,1,15,-2.1,0.0,51,68,90,29,2.8,40,24,45,29,27,18,15,9,3006,3149,255
2021,1,16,7.2,0.0,120,200,255,65,4.4,109,66,124,81,75,54,45,27,8832,6856,1236
2021,1,17,7.4,3.5,120,200,253,67,4.2,109,66,124,81,75,54,45,27,8553,7215,1662
2021,1,18,-0.7,0.0,60,80,108,32,2.8,47,28,54,35,32,21,18,10,2770,2896,294
2021,1,19,1.5,7.0,60,80,99,41,2.5,47,28,54,35,32,21,18,10,3211,3951,303
2021,1,20,1.8,6.4,60,80,111,29,2.7,47,28,54,35,32,21,18,10,3096,3521,553
2021,1,21,-5.0,0.0,51,68,91,28,2.9,40,24,45,29,27,18,15,9,3180,3253,272
2021,1,22,-2.8,0.0,51,68,83,36,3.0,40,24,45,29,27,18,15,9,2363,2672,411
2021,1,23,2.3,0.0,120,200,234,86,4.3,109,66,124,81,75,54,45,27,6005,8105,1777
2021,1,24,5.0,10.2,90,160,198,52,3.6,77,46,87,57,53,38,32,19,4982,6029,1895
2021,1,25,4.4,0.0,60,80,111,29,3.4,47,28,54,35,32,21,18,10,3383,4079,417
2021,1,26,-1.0,6.4,60,80,103,37,3.0,47,28,54,35,32,21,18,10,2885,3142,442
2021,1,27,-1.7,0.0,60,80,99,41,2.6,47,28,54,35,32,21,18,10,3316,3647,372
2021,1,28,-1.6,0.0,60,80,103,37,3.3,47,28,54,35,32,21,18,10,3540,3911,437
2021,1,29,-5.0,0.0,51,68,91,28,2.6,40,24,45,29,27,18,15,9,2682,2443,290
2021,1,30,1.2,0.0,120,200,240,80,3.6,109,66,124,81,75,54,45,27,8204,8198,2379
2021,1,31,4.7,7.0,120,200,241,79,3.8,109,66,124,81,75,54,45,27,8363,7787,1240
2021,2,1,6.1,8.3,60,80,110,30,3.1,50,30,57,37,34,22,19,11,3802,3512,451
2021,2,2,1.8,0.0,60,80,106,34,2.6,50,30,57,37,34,22,19,11,2932,2959,462
2021,2,3,0.9,0.0,60,80,106,34,3.5,50,30,57,37,34,22,19,11,3599,3512,363
2021,2,4,4.8,0.0,60,80,108,32,3.1,50,30,57,37,34,22,19,11,3075,3309,529
2021,2,5,3.8,0.0,60,80,100,40,3.1,50,30,57,37,34,22,19,11,2688,2875,565
2021,2,6,-0.8,0.0,120,200,249,71,4.3,173,105,196,128,119,85,71,42,8228,7076,1479
2021,2,7,4.5,0.0,120,200,243,77,3.6,173,105,196,128,119,85,71,42,7776,7207,2016
2021,2,8,1.3,0.0,60,80,104,36,3.3,50,30,57,37,34,22,19,11,3155,3174,378
2021,2,9,3.2,0.0,60,80,99,41,2.7,50,30,57,37,34,22,19,11,2756,3218,381
2021,2,10,-3.0,1.0,51,68,85,34,2.7,42,25,48,31,29,19,16,9,2519,3295,452
2021,2,11,0.4,4.2,60,80,107,33,3.3,50,30,57,37,34,22,19,11,3032,3275,527
2021,2,12,4.4,0.0,60,80,101,39,3.4,50,30,57,37,34,22,19,11,3227,2815,325
2021,2,13,1.7,0.0,120,200,224,96,4.0,115,70,131,85,79,57,47,28,7223,8276,1535
2021,2,14,-4.2,20.5,76,136,149,63,3.5,69,42,78,51,47,34,29,17,4676,5867,1380
2021,2,15,4.3,0.0,60,80,109,31,2.8,50,30,57,37,34,22,19,11,3339,3160,386
2021,2,16,0.3,0.0,60,80,110,30,2.8,50,30,57,37,34,22,19,11,3806,4192,378
2021,2,17,-2.9,0.0,51,68,88,31,3.4,42,25,48,31,29,19,16,9,2540,2892,336
2021,2,18,-5.0,0.0,51,68,85,34,3.0,42,25,48,31,29,19,16,9,2637,3316,485
2021,2,19,1.5,0.0,60,80,99,41,3.4,50,30,57,37,34,22,19,11,3110,3558,292
2021,2,20,1.2,0.0,120,200,234,86,3.9,115,70,131,85,79,57,47,28,6990,7686,1905
2021,2,21,-0.8,0.5,120,200,236,84,3.6,115,70,131,85,79,57,47,28,8233,7644,1572
2021,2,22,-1.8,0.0,60,80,104,36,3.4,50,30,57,37,34,22,19,11,3496,3174,432
2021,2,23,0.6,0.0,60,80,99,41,2.9,50,30,57,37,34,22,19,11,3150,3109,405
2021,2,24,3.9,0.0,60,80,106,34,3.0,50,30,57,37,34,22,19,11,2686,3202,529
2021,2,25,1.9,3.8,60,80,105,35,2.5,50,30,57,37,34,22,19,11,3095,3145,387
2021,2,26,1.6,0.3,60,80,108,32,3.1,50,30,57,37,34,22,19,11,3076,3084,569
2021,2,27,1.5,0.0,120,200,255,65,4.4,115,70,131,85,79,57,47,28,7940,9315,2169
2021,2,28,-1.6,0.0,120,200,232,88,3.6,115,70,131,85,79,57,47,28,6722,7175,2209
2021,3,1,6.5,0.0,66,88,111,43,3.3,58,35,66,42,39,26,22,13,3446,3498,341
2021,3,2,7.2,0.0,66,88,111,43,3.0,58,35,66,42,39,26,22,13,2822,3512,605
2021,3,3,3.9,0.0,66,88,119,35,2.7,58,35,66,42,39,26,22,13,3454,3575,327
2021,3,4,6.9,0.0,66,88,119,35,3.5,58,35,66,42,39,26,22,13,3613,3318,428
2021,3,5,5.3,0.0,66,88,119,35,3.3,58,35,66,42,39,26,22,13,3066,3150,491
2021,3,6,3.3,0.7,132,220,247,105,4.1,201,122,227,148,138,99,82,49,7866,7468,1328
2021,3,7,8.8,0.0,132,220,271,81,3.8,201,122,227,148,138,99,82,49,7915,7646,1648
2021,3,8,3.1,0.3,66,88,110,44,3.3,58,35,66,42,39,26,22,13,3407,4124,575
2021,3,9,8.1,0.0,66,88,109,45,3.4,58,35,66,42,39,26,22,13,2911,4360,507
2021,3,10,5.1,0.0,66,88,122,32,2.6,58,35,66,42,39,26,22,13,3179,3959,414
2021,3,11,7.4,0.0,66,88,109,45,2.5,58,35,66,42,39,26,22,13,3233,3904,578
